id_student,gender,region,highest_education,imd_band,disability
2303848,M,Ireland,Lower Than A Level,30-40%,N
2304417,M,Scotland,HE Qualification,30-40%,N
2305237,M,Ireland,HE Qualification,80-90%,N
2305957,F,North Western Region,HE Qualification,0-10%,N
2306016,M,Wales,HE Qualification,20-30%,N
2306410,M,South East Region,Lower Than A Level,0-10%,N
2306519,M,Yorkshire Region,HE Qualification,0-10%,N
2307237,M,South East Region,A Level or Equivalent,0-10%,N
2308026,F,Wales,No Formal quals,0-10%,N
2308528,M,Scotland,A Level or Equivalent,10-20,N
2308564,F,Ireland,A Level or Equivalent,50-60%,N
2310615,F,North Region,A Level or Equivalent,80-90%,N
2311714,F,London Region,Lower Than A Level,30-40%,N
2312279,M,West Midlands Region,Lower Than A Level,0-10%,N
2312620,F,East Midlands Region,HE Qualification,20-30%,N
2312783,M,London Region,A Level or Equivalent,0-10%,N
2312809,M,South Region,Lower Than A Level,,N
2313257,M,London Region,A Level or Equivalent,30-40%,N
2313615,F,South East Region,Lower Than A Level,0-10%,N
2314761,M,East Midlands Region,A Level or Equivalent,90-100%,N
2315082,F,Ireland,Lower Than A Level,60-70%,N
2316201,M,North Western Region,Lower Than A Level,30-40%,N
2316717,M,South Region,A Level or Equivalent,20-30%,N
2317273,F,Wales,HE Qualification,20-30%,N
2317337,F,South East Region,Lower Than A Level,40-50%,N
2318055,M,Wales,A Level or Equivalent,90-100%,N
2318161,F,South Region,A Level or Equivalent,,N
2318590,F,East Anglian Region,HE Qualification,60-70%,N
2318763,F,North Western Region,A Level or Equivalent,10-20,N
2320306,F,South East Region,Lower Than A Level,30-40%,N
2321492,F,East Midlands Region,Lower Than A Level,10-20,Y
2321660,M,South Region,Lower Than A Level,60-70%,N
2321898,M,East Anglian Region,Lower Than A Level,70-80%,N
2322046,F,South Region,HE Qualification,90-100%,Y
2322120,F,Yorkshire Region,HE Qualification,10-20,N
2322342,F,South West Region,HE Qualification,30-40%,N
2322813,F,Scotland,A Level or Equivalent,50-60%,N
2323944,M,South Region,A Level or Equivalent,90-100%,Y
2324976,F,Scotland,HE Qualification,90-100%,N
2325606,F,North Region,Lower Than A Level,40-50%,N
2326041,M,Yorkshire Region,Lower Than A Level,70-80%,N
2326401,F,South Region,Lower Than A Level,40-50%,N
2326475,M,South Region,A Level or Equivalent,90-100%,N
2326597,F,London Region,A Level or Equivalent,10-20,Y
2327045,M,London Region,A Level or Equivalent,0-10%,N
2327072,F,Wales,HE Qualification,50-60%,N
2327472,M,Ireland,HE Qualification,,N
2327494,M,London Region,Lower Than A Level,10-20,N
2327710,M,South West Region,Lower Than A Level,80-90%,Y
2328759,M,North Western Region,Lower Than A Level,50-60%,N
2329342,F,East Anglian Region,Lower Than A Level,40-50%,N
2329539,M,Yorkshire Region,Lower Than A Level,70-80%,N
2330254,M,London Region,Lower Than A Level,40-50%,N
2330534,F,South East Region,Lower Than A Level,90-100%,N
2331750,M,Scotland,Lower Than A Level,50-60%,N
2332060,M,East Anglian Region,Lower Than A Level,50-60%,Y
2332934,M,Ireland,Lower Than A Level,70-80%,N
2333156,F,North Western Region,Lower Than A Level,0-10%,N
2333244,F,Wales,HE Qualification,60-70%,N
2333415,F,Scotland,A Level or Equivalent,80-90%,N
2334319,M,Scotland,Lower Than A Level,80-90%,N
2334930,F,West Midlands Region,A Level or Equivalent,40-50%,N
2336550,F,West Midlands Region,HE Qualification,0-10%,N
2336654,M,Scotland,HE Qualification,50-60%,N
2336922,F,South East Region,A Level or Equivalent,80-90%,N
2337362,M,Scotland,HE Qualification,20-30%,N
2337441,F,Scotland,Lower Than A Level,90-100%,N
2337889,M,West Midlands Region,A Level or Equivalent,10-20,Y
2337919,F,South West Region,A Level or Equivalent,40-50%,Y
2338255,M,North Western Region,Lower Than A Level,50-60%,N
2338290,M,East Anglian Region,A Level or Equivalent,80-90%,N
2338422,M,Scotland,A Level or Equivalent,30-40%,N
2338535,M,Scotland,HE Qualification,30-40%,N
2338586,F,Yorkshire Region,Lower Than A Level,50-60%,N
2338614,F,Scotland,A Level or Equivalent,0-10%,Y
2339150,F,West Midlands Region,A Level or Equivalent,0-10%,N
2339267,F,South Region,A Level or Equivalent,80-90%,N
2339333,M,South West Region,HE Qualification,90-100%,N
2339528,F,London Region,Lower Than A Level,40-50%,N
2339789,M,Scotland,HE Qualification,10-20,N
2340165,F,North Western Region,A Level or Equivalent,90-100%,N
2340190,F,Yorkshire Region,Lower Than A Level,20-30%,N
2340230,F,Scotland,HE Qualification,0-10%,N
2340746,M,South West Region,Lower Than A Level,0-10%,Y
2340786,M,London Region,A Level or Equivalent,90-100%,N
2341415,F,South Region,HE Qualification,80-90%,N
2341420,M,South East Region,A Level or Equivalent,90-100%,N
2341830,F,Scotland,HE Qualification,20-30%,N
2341839,F,North Western Region,Lower Than A Level,20-30%,N
2342045,M,North Western Region,A Level or Equivalent,20-30%,Y
2342238,M,Ireland,HE Qualification,80-90%,N
2342399,M,South West Region,Lower Than A Level,50-60%,N
2342426,M,Yorkshire Region,Lower Than A Level,20-30%,N
2343293,F,Yorkshire Region,A Level or Equivalent,50-60%,N
2343337,M,Scotland,Lower Than A Level,40-50%,N
2343354,F,East Midlands Region,A Level or Equivalent,30-40%,N
2343413,F,London Region,A Level or Equivalent,10-20,N
2343785,M,East Anglian Region,Lower Than A Level,70-80%,N
2343809,F,Yorkshire Region,A Level or Equivalent,70-80%,N
2344216,M,London Region,Lower Than A Level,0-10%,N
2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,N
2344957,M,South Region,Lower Than A Level,60-70%,Y
2345307,F,South Region,A Level or Equivalent,40-50%,Y
2345438,M,Ireland,Lower Than A Level,30-40%,N
2345751,M,North Western Region,A Level or Equivalent,0-10%,N
2345900,F,South West Region,A Level or Equivalent,10-20,N
2346025,F,Scotland,Lower Than A Level,50-60%,N
2346145,F,North Western Region,A Level or Equivalent,60-70%,N
2346679,M,South Region,A Level or Equivalent,80-90%,N
2347802,F,London Region,A Level or Equivalent,10-20,N
2348111,F,South Region,A Level or Equivalent,90-100%,N
2348120,F,South East Region,A Level or Equivalent,20-30%,N
2348143,M,North Western Region,Lower Than A Level,70-80%,N
2348961,M,East Anglian Region,A Level or Equivalent,90-100%,N
2349805,F,East Anglian Region,Lower Than A Level,50-60%,N
2349825,F,East Anglian Region,A Level or Equivalent,40-50%,N
2349926,F,North Western Region,A Level or Equivalent,0-10%,N
2350300,F,South Region,A Level or Equivalent,80-90%,Y
2351235,F,South West Region,A Level or Equivalent,30-40%,N
2351589,F,South East Region,HE Qualification,50-60%,N
2351969,M,North Western Region,Lower Than A Level,30-40%,N
2352039,F,North Western Region,Lower Than A Level,30-40%,N
2352280,F,Scotland,A Level or Equivalent,40-50%,N
2352407,F,Wales,A Level or Equivalent,40-50%,N
2353764,F,West Midlands Region,Lower Than A Level,30-40%,N
2353766,F,North Western Region,HE Qualification,20-30%,N
2353787,M,East Midlands Region,Lower Than A Level,40-50%,N
2354732,M,Yorkshire Region,Lower Than A Level,10-20,N
2355214,F,Scotland,Post Graduate Qualification,60-70%,N
2355274,M,London Region,A Level or Equivalent,40-50%,N
2355470,M,East Midlands Region,A Level or Equivalent,80-90%,N
2355555,M,South West Region,Lower Than A Level,20-30%,Y
2355701,M,East Anglian Region,HE Qualification,70-80%,N
2355744,M,Scotland,HE Qualification,60-70%,N
2356049,F,South Region,Lower Than A Level,80-90%,N
2356196,M,Scotland,HE Qualification,70-80%,N
2356318,F,Ireland,A Level or Equivalent,0-10%,Y
2356801,M,East Anglian Region,HE Qualification,70-80%,N
2356809,F,Ireland,A Level or Equivalent,50-60%,N
2357019,F,East Anglian Region,A Level or Equivalent,70-80%,N
2357168,F,South West Region,Lower Than A Level,60-70%,Y
2357372,F,East Midlands Region,Lower Than A Level,20-30%,N
2357629,M,London Region,Lower Than A Level,30-40%,Y
2357806,F,Ireland,Lower Than A Level,40-50%,N
2358056,F,North Region,HE Qualification,,N
2358258,M,Ireland,Post Graduate Qualification,,N
2358423,F,South East Region,A Level or Equivalent,10-20,Y
2358707,F,South West Region,A Level or Equivalent,90-100%,N
2358969,F,East Anglian Region,A Level or Equivalent,70-80%,N
2359191,M,Yorkshire Region,Lower Than A Level,20-30%,N
2359504,F,Scotland,Post Graduate Qualification,90-100%,N
2360071,M,London Region,HE Qualification,80-90%,N
2360322,M,West Midlands Region,A Level or Equivalent,50-60%,N
2360559,M,South West Region,A Level or Equivalent,80-90%,N
2361633,M,North Western Region,A Level or Equivalent,0-10%,N
2362169,M,West Midlands Region,Lower Than A Level,30-40%,N
2363168,F,East Anglian Region,A Level or Equivalent,50-60%,N
2363561,F,East Anglian Region,Lower Than A Level,20-30%,N
2363863,F,North Western Region,A Level or Equivalent,0-10%,N
2363875,F,Scotland,HE Qualification,50-60%,N
2364160,M,South East Region,A Level or Equivalent,30-40%,N
2364471,F,Scotland,HE Qualification,90-100%,Y
2364565,F,London Region,A Level or Equivalent,10-20,N
2364637,M,East Anglian Region,Lower Than A Level,60-70%,N
2364905,M,North Western Region,Lower Than A Level,60-70%,N
2365009,M,South West Region,Lower Than A Level,20-30%,N
2365101,M,South East Region,HE Qualification,20-30%,N
2365438,M,Yorkshire Region,HE Qualification,60-70%,N
2365602,F,Yorkshire Region,HE Qualification,30-40%,N
2366024,M,North Western Region,A Level or Equivalent,20-30%,N
2366070,F,South East Region,HE Qualification,30-40%,N
2366117,M,Ireland,Lower Than A Level,,N
2366574,M,East Midlands Region,Lower Than A Level,10-20,N
2366656,F,North Western Region,HE Qualification,0-10%,N
2366701,F,South West Region,HE Qualification,40-50%,Y
2367058,M,West Midlands Region,Lower Than A Level,80-90%,N
2367155,F,East Anglian Region,A Level or Equivalent,80-90%,N
2367887,F,Scotland,A Level or Equivalent,0-10%,N
2369187,F,South West Region,A Level or Equivalent,50-60%,N
2369266,F,London Region,Lower Than A Level,70-80%,N
2369415,M,London Region,A Level or Equivalent,40-50%,N
2369962,M,South Region,Lower Than A Level,50-60%,Y
2371311,M,East Anglian Region,Lower Than A Level,60-70%,N
2371481,F,South Region,A Level or Equivalent,10-20,N
2372088,F,London Region,Lower Than A Level,30-40%,N
2372573,M,East Anglian Region,A Level or Equivalent,40-50%,Y
2372788,M,London Region,Lower Than A Level,10-20,N
2373245,M,East Midlands Region,Lower Than A Level,20-30%,N
2373648,F,Scotland,HE Qualification,20-30%,N
2374002,F,East Anglian Region,HE Qualification,90-100%,N
2374051,F,West Midlands Region,A Level or Equivalent,30-40%,N
2374376,M,Scotland,HE Qualification,80-90%,N
2374404,M,Ireland,Post Graduate Qualification,,N
2375123,M,North Western Region,HE Qualification,70-80%,N
2375144,F,East Anglian Region,Lower Than A Level,40-50%,N
2375259,M,East Anglian Region,A Level or Equivalent,40-50%,N
2375526,M,Yorkshire Region,Lower Than A Level,10-20,N
2375627,M,Wales,A Level or Equivalent,30-40%,Y
2375759,F,North Western Region,Lower Than A Level,,N
2375975,F,East Anglian Region,A Level or Equivalent,60-70%,Y
2376496,F,East Midlands Region,A Level or Equivalent,20-30%,N
2376512,M,London Region,Lower Than A Level,60-70%,N
2376628,F,West Midlands Region,A Level or Equivalent,30-40%,N
2376717,M,South West Region,HE Qualification,70-80%,N
2377567,F,South West Region,HE Qualification,50-60%,N
2377623,F,East Midlands Region,HE Qualification,30-40%,N
2377769,F,North Western Region,A Level or Equivalent,10-20,N
2378208,M,East Anglian Region,HE Qualification,80-90%,N
2378591,F,West Midlands Region,A Level or Equivalent,30-40%,N
2379431,F,London Region,HE Qualification,40-50%,N
2379512,M,East Anglian Region,A Level or Equivalent,20-30%,N
2380539,F,East Midlands Region,No Formal quals,0-10%,N
2380602,M,North Western Region,Lower Than A Level,20-30%,N
2381745,M,London Region,Lower Than A Level,0-10%,N
2381845,F,North Western Region,Lower Than A Level,30-40%,N
2382048,F,East Midlands Region,HE Qualification,60-70%,N
2382253,F,West Midlands Region,A Level or Equivalent,40-50%,N
2382965,M,North Region,A Level or Equivalent,10-20,N
2383036,F,Yorkshire Region,A Level or Equivalent,10-20,N
2383103,F,West Midlands Region,Lower Than A Level,0-10%,N
2383169,M,East Midlands Region,Lower Than A Level,70-80%,N
2383307,M,South Region,A Level or Equivalent,50-60%,N
2383780,M,London Region,Lower Than A Level,10-20,N
2383921,M,London Region,HE Qualification,10-20,N
2383983,M,East Anglian Region,Lower Than A Level,50-60%,N
2384615,M,Scotland,A Level or Equivalent,90-100%,N
2384666,F,North Western Region,Lower Than A Level,10-20,N
2384687,F,South West Region,Lower Than A Level,50-60%,N
2384819,F,Scotland,HE Qualification,0-10%,N
2385665,F,East Anglian Region,Lower Than A Level,20-30%,N
2386281,F,South East Region,Lower Than A Level,90-100%,Y
2386732,F,Wales,Lower Than A Level,70-80%,N
2386867,F,Ireland,Lower Than A Level,40-50%,N
2387054,F,Yorkshire Region,Lower Than A Level,50-60%,N
2387566,F,North Western Region,Lower Than A Level,30-40%,N
2387725,M,Wales,A Level or Equivalent,10-20,N
2388030,M,Scotland,A Level or Equivalent,50-60%,N
2388492,F,Scotland,Lower Than A Level,70-80%,N
2388623,F,South Region,A Level or Equivalent,90-100%,Y
2389267,M,South Region,Lower Than A Level,20-30%,N
2389754,M,North Region,HE Qualification,,N
2389837,M,South Region,A Level or Equivalent,70-80%,N
2390117,M,South East Region,A Level or Equivalent,90-100%,N
2390547,F,North Western Region,Lower Than A Level,40-50%,N
2391004,M,Scotland,HE Qualification,70-80%,N
2391303,M,North Western Region,Lower Than A Level,70-80%,N
2391689,F,West Midlands Region,Lower Than A Level,20-30%,N
2391984,M,South Region,A Level or Equivalent,90-100%,N
2392327,F,Scotland,Lower Than A Level,90-100%,N
2392554,M,East Midlands Region,Lower Than A Level,50-60%,Y
2392789,F,North Western Region,A Level or Equivalent,30-40%,Y
2392824,F,South East Region,Lower Than A Level,50-60%,N
2393230,M,North Western Region,Lower Than A Level,0-10%,Y
2393261,M,North Western Region,Lower Than A Level,60-70%,N
2393945,F,Wales,HE Qualification,30-40%,N
2394090,F,West Midlands Region,A Level or Equivalent,30-40%,N
2394212,F,Ireland,HE Qualification,,N
2394352,F,South Region,A Level or Equivalent,10-20,N
2394741,F,East Anglian Region,Lower Than A Level,40-50%,N
2395016,F,South Region,A Level or Equivalent,90-100%,N
2395222,F,Wales,HE Qualification,0-10%,N
2395505,M,North Region,A Level or Equivalent,20-30%,N
2395804,M,South West Region,Lower Than A Level,20-30%,N
2396381,M,Yorkshire Region,A Level or Equivalent,40-50%,N
2396471,F,East Midlands Region,A Level or Equivalent,40-50%,N
2396643,F,South Region,A Level or Equivalent,80-90%,N
2396786,F,Ireland,A Level or Equivalent,10-20,N
2396985,M,Yorkshire Region,HE Qualification,50-60%,N
2397661,F,East Midlands Region,Lower Than A Level,20-30%,N
2398169,F,South Region,A Level or Equivalent,90-100%,N
2398260,M,London Region,Lower Than A Level,10-20,N
2398313,M,East Anglian Region,Lower Than A Level,70-80%,N
2399361,F,Scotland,A Level or Equivalent,20-30%,N
2399380,F,South West Region,Lower Than A Level,20-30%,Y
2399758,M,South Region,Lower Than A Level,90-100%,N
2399951,F,East Midlands Region,Lower Than A Level,10-20,N
2400764,F,Scotland,HE Qualification,80-90%,N
2400851,F,Yorkshire Region,Lower Than A Level,30-40%,N
2401304,F,South West Region,Lower Than A Level,60-70%,N
2403701,M,South East Region,HE Qualification,70-80%,N
2404408,F,South West Region,Lower Than A Level,40-50%,N
2404530,M,Scotland,A Level or Equivalent,30-40%,N
2405801,M,Scotland,A Level or Equivalent,90-100%,N
2405934,M,North Western Region,A Level or Equivalent,20-30%,N
2406709,M,Scotland,HE Qualification,30-40%,N
2407594,F,London Region,A Level or Equivalent,50-60%,N
2407762,M,South Region,HE Qualification,90-100%,N
2408307,M,South West Region,A Level or Equivalent,90-100%,N
2408651,M,East Anglian Region,HE Qualification,70-80%,N
2409396,F,West Midlands Region,A Level or Equivalent,70-80%,Y
2409808,F,West Midlands Region,Lower Than A Level,60-70%,N
2410140,F,North Western Region,A Level or Equivalent,60-70%,N
2410331,F,West Midlands Region,Lower Than A Level,0-10%,Y
2410364,F,East Midlands Region,A Level or Equivalent,90-100%,N
2410459,M,West Midlands Region,Lower Than A Level,70-80%,Y
2410519,M,West Midlands Region,A Level or Equivalent,70-80%,N
2410544,M,Wales,HE Qualification,50-60%,N
2410609,F,London Region,A Level or Equivalent,60-70%,N
2410632,M,London Region,No Formal quals,10-20,N
2410687,M,Wales,HE Qualification,60-70%,N
2411595,F,East Anglian Region,Lower Than A Level,50-60%,Y
2411661,F,South Region,A Level or Equivalent,80-90%,N
2411773,M,Wales,A Level or Equivalent,50-60%,N
2411778,M,Scotland,HE Qualification,20-30%,N
2411981,M,Wales,A Level or Equivalent,20-30%,N
2412002,M,South West Region,Lower Than A Level,50-60%,N
2412152,F,South Region,A Level or Equivalent,70-80%,N
2412967,F,South Region,A Level or Equivalent,80-90%,N
2413037,M,London Region,HE Qualification,0-10%,N
2413191,M,London Region,HE Qualification,0-10%,N
2413895,M,Scotland,Lower Than A Level,60-70%,Y
2414552,F,Scotland,Lower Than A Level,50-60%,N
2414945,M,Scotland,A Level or Equivalent,40-50%,Y
2414973,M,North Region,A Level or Equivalent,80-90%,N
2415414,F,Scotland,HE Qualification,20-30%,N
2415436,M,South West Region,A Level or Equivalent,20-30%,N
2415480,M,Wales,HE Qualification,30-40%,N
2415526,F,North Western Region,A Level or Equivalent,20-30%,N
2415962,M,Scotland,A Level or Equivalent,0-10%,Y
2416024,M,East Anglian Region,Lower Than A Level,70-80%,N
2416424,F,North Western Region,Lower Than A Level,70-80%,N
2416501,F,London Region,A Level or Equivalent,20-30%,N
2416774,F,East Anglian Region,A Level or Equivalent,40-50%,N
2417433,M,Wales,A Level or Equivalent,0-10%,N
2417702,F,South East Region,Lower Than A Level,50-60%,N
2417841,F,South West Region,Lower Than A Level,0-10%,Y
2417975,F,North Western Region,Lower Than A Level,30-40%,N
2418045,M,South West Region,A Level or Equivalent,40-50%,N
2418277,M,East Midlands Region,HE Qualification,90-100%,N
2418580,M,North Western Region,Lower Than A Level,70-80%,N
2418732,F,North Region,HE Qualification,,N
2418877,F,Ireland,Lower Than A Level,0-10%,Y
2419081,M,North Western Region,Lower Than A Level,60-70%,N
2419115,F,South Region,A Level or Equivalent,20-30%,N
2419926,M,South Region,HE Qualification,80-90%,N
2420364,M,West Midlands Region,HE Qualification,20-30%,N
2420725,F,East Midlands Region,Lower Than A Level,20-30%,N
2420909,F,West Midlands Region,A Level or Equivalent,50-60%,N
2421428,F,East Midlands Region,Lower Than A Level,90-100%,N
2421609,M,East Anglian Region,Lower Than A Level,60-70%,N
2421929,F,Yorkshire Region,Lower Than A Level,40-50%,N
2421961,M,Yorkshire Region,A Level or Equivalent,30-40%,N
2422258,M,South West Region,A Level or Equivalent,20-30%,Y
2422639,F,North Region,Lower Than A Level,60-70%,N
2423002,M,East Anglian Region,Lower Than A Level,30-40%,N
2423078,M,London Region,A Level or Equivalent,0-10%,N
2423655,F,Scotland,A Level or Equivalent,10-20,Y
2424257,M,Yorkshire Region,Lower Than A Level,10-20,N
2424697,F,East Anglian Region,A Level or Equivalent,70-80%,N
2424750,M,London Region,Lower Than A Level,60-70%,N
2425156,F,East Anglian Region,HE Qualification,30-40%,N
2425333,F,Scotland,A Level or Equivalent,0-10%,Y
2425726,F,East Anglian Region,Lower Than A Level,20-30%,N
2425993,M,Scotland,HE Qualification,40-50%,N
2426332,M,East Anglian Region,HE Qualification,50-60%,N
2426442,F,North Region,A Level or Equivalent,10-20,N
2426864,F,East Midlands Region,A Level or Equivalent,0-10%,N
2427845,M,South East Region,HE Qualification,10-20,N
2427886,M,Wales,Lower Than A Level,30-40%,N
2428341,F,South East Region,A Level or Equivalent,40-50%,N
2429854,M,London Region,A Level or Equivalent,10-20,Y
2430070,M,Yorkshire Region,A Level or Equivalent,30-40%,N
2430405,F,East Midlands Region,Lower Than A Level,60-70%,Y
2432551,M,Scotland,A Level or Equivalent,0-10%,N
2432655,M,South Region,A Level or Equivalent,50-60%,N
2432796,F,East Anglian Region,HE Qualification,70-80%,N
2433069,M,East Anglian Region,A Level or Equivalent,50-60%,N
2433216,M,Scotland,HE Qualification,20-30%,N
2433221,F,East Anglian Region,A Level or Equivalent,60-70%,Y
2434017,F,South West Region,Lower Than A Level,70-80%,N
2434159,M,North Western Region,A Level or Equivalent,10-20,N
2434339,M,South West Region,A Level or Equivalent,40-50%,N
2434369,F,Scotland,HE Qualification,90-100%,Y
2434666,M,London Region,HE Qualification,50-60%,N
2435050,F,North Western Region,Lower Than A Level,0-10%,Y
2435726,F,Scotland,HE Qualification,40-50%,N
2435795,M,Wales,HE Qualification,60-70%,N
2435965,M,North Western Region,A Level or Equivalent,30-40%,Y
2436089,M,London Region,Lower Than A Level,20-30%,N
2436400,M,North Western Region,Lower Than A Level,20-30%,N
2436584,M,South East Region,A Level or Equivalent,50-60%,N
2436707,M,South Region,A Level or Equivalent,10-20,N
2436711,F,East Midlands Region,A Level or Equivalent,60-70%,N
2436812,F,South Region,A Level or Equivalent,90-100%,N
2436873,F,London Region,No Formal quals,20-30%,N
2437051,M,South West Region,A Level or Equivalent,50-60%,N
2437062,F,South Region,Lower Than A Level,70-80%,N
2437065,M,Scotland,A Level or Equivalent,10-20,Y
2437428,F,South West Region,A Level or Equivalent,60-70%,N
2437591,M,East Anglian Region,Lower Than A Level,30-40%,N
2437837,F,North Region,A Level or Equivalent,30-40%,N
2437930,M,Scotland,A Level or Equivalent,80-90%,N
2438291,F,London Region,A Level or Equivalent,10-20,N
2438784,M,South West Region,Lower Than A Level,90-100%,N
2439201,F,North Region,Lower Than A Level,20-30%,N
2439239,M,Ireland,Post Graduate Qualification,,N
2439442,F,North Western Region,Lower Than A Level,20-30%,N
2440133,F,London Region,A Level or Equivalent,60-70%,N
2440301,F,South Region,A Level or Equivalent,30-40%,N
2440756,F,Wales,HE Qualification,90-100%,N
2441910,M,East Anglian Region,HE Qualification,70-80%,N
2442423,M,East Midlands Region,HE Qualification,40-50%,N
2442685,M,East Anglian Region,Lower Than A Level,40-50%,N
2443165,F,East Anglian Region,Lower Than A Level,70-80%,N
2444088,F,South West Region,Lower Than A Level,80-90%,N
2444102,F,South East Region,HE Qualification,80-90%,N
2444109,M,Wales,A Level or Equivalent,50-60%,N
2444501,F,East Anglian Region,A Level or Equivalent,60-70%,Y
2444632,M,North Western Region,HE Qualification,80-90%,N
2444641,F,East Anglian Region,Lower Than A Level,50-60%,Y
2444703,F,West Midlands Region,Lower Than A Level,0-10%,N
2444705,F,North Western Region,Lower Than A Level,0-10%,N
2445016,F,South West Region,A Level or Equivalent,50-60%,N
2445085,M,South Region,Lower Than A Level,50-60%,Y
2445088,M,London Region,Lower Than A Level,40-50%,N
2445410,F,North Region,Post Graduate Qualification,,N
2445562,M,North Western Region,A Level or Equivalent,0-10%,Y
2445949,M,East Anglian Region,Lower Than A Level,0-10%,N
2446109,M,East Anglian Region,Lower Than A Level,20-30%,N
2446144,F,South West Region,A Level or Equivalent,60-70%,N
2446599,F,East Anglian Region,A Level or Equivalent,70-80%,Y
2446694,M,Scotland,Lower Than A Level,0-10%,N
2446778,F,Yorkshire Region,A Level or Equivalent,70-80%,N
2446784,M,North Region,A Level or Equivalent,10-20,N
2447469,M,East Midlands Region,HE Qualification,70-80%,N
2447528,F,Scotland,HE Qualification,40-50%,N
2448082,F,East Anglian Region,Lower Than A Level,50-60%,N
2448699,F,East Anglian Region,A Level or Equivalent,80-90%,N
2449399,F,East Midlands Region,HE Qualification,50-60%,N
2449490,M,Scotland,HE Qualification,30-40%,Y
2449737,F,East Anglian Region,Lower Than A Level,60-70%,Y
2449819,M,East Anglian Region,A Level or Equivalent,60-70%,N
2449878,F,East Midlands Region,A Level or Equivalent,30-40%,N
2450600,F,East Anglian Region,Lower Than A Level,90-100%,N
2450650,F,North Region,A Level or Equivalent,40-50%,N
2451003,M,London Region,Lower Than A Level,0-10%,N
2451269,F,Scotland,Lower Than A Level,50-60%,N
2451523,F,South East Region,HE Qualification,40-50%,N
2451672,M,South Region,HE Qualification,40-50%,N
2451726,F,North Region,Lower Than A Level,20-30%,N
2452045,M,Yorkshire Region,A Level or Equivalent,10-20,N
2452111,M,South Region,Lower Than A Level,80-90%,N
2452289,F,South East Region,Lower Than A Level,70-80%,N
2452606,M,Ireland,HE Qualification,50-60%,N
2452902,F,West Midlands Region,Lower Than A Level,50-60%,Y
2453657,F,West Midlands Region,Lower Than A Level,10-20,N
2453691,M,Ireland,Lower Than A Level,50-60%,N
2454119,F,East Anglian Region,A Level or Equivalent,60-70%,Y
2454351,F,East Anglian Region,Lower Than A Level,40-50%,N
2454653,F,East Anglian Region,Lower Than A Level,30-40%,N
2454878,F,South Region,Lower Than A Level,40-50%,Y
2454933,F,North Western Region,HE Qualification,60-70%,N
2455066,F,Yorkshire Region,HE Qualification,10-20,N
2455578,F,South Region,A Level or Equivalent,60-70%,N
2455893,M,South Region,HE Qualification,90-100%,N
2456387,M,East Anglian Region,A Level or Equivalent,70-80%,N
2456431,F,South Region,Lower Than A Level,70-80%,Y
2456480,M,Scotland,Lower Than A Level,80-90%,N
2456612,M,Yorkshire Region,HE Qualification,40-50%,N
2457147,F,East Anglian Region,A Level or Equivalent,70-80%,N
2457256,M,South Region,Lower Than A Level,80-90%,N
2457440,M,West Midlands Region,A Level or Equivalent,,N
2457907,M,North Western Region,A Level or Equivalent,60-70%,N
2458203,F,West Midlands Region,Lower Than A Level,0-10%,N
2458355,M,London Region,Lower Than A Level,80-90%,N
2458925,M,London Region,Lower Than A Level,80-90%,N
2458984,F,East Midlands Region,A Level or Equivalent,40-50%,Y
2459051,F,North Western Region,Lower Than A Level,10-20,N
2459279,F,South East Region,A Level or Equivalent,60-70%,N
2459292,M,South West Region,Lower Than A Level,10-20,N
2459418,M,East Midlands Region,Lower Than A Level,10-20,N
2459878,M,East Midlands Region,A Level or Equivalent,10-20,N
2460002,F,South Region,HE Qualification,60-70%,N
2460080,M,Scotland,HE Qualification,90-100%,N
2460752,F,West Midlands Region,A Level or Equivalent,10-20,N
2460775,F,South West Region,HE Qualification,70-80%,N
2461190,M,South Region,HE Qualification,70-80%,N
2461936,M,East Midlands Region,A Level or Equivalent,60-70%,N
2462281,F,London Region,A Level or Equivalent,20-30%,Y
2462576,F,Scotland,HE Qualification,60-70%,N
2462584,F,East Anglian Region,Lower Than A Level,20-30%,N
2462607,F,East Anglian Region,HE Qualification,40-50%,N
2462628,M,South East Region,HE Qualification,50-60%,N
2462862,F,West Midlands Region,A Level or Equivalent,10-20,N
2463213,F,East Anglian Region,Lower Than A Level,60-70%,N
2463282,M,South West Region,Lower Than A Level,70-80%,Y
2463950,F,London Region,A Level or Equivalent,60-70%,N
2464118,M,South East Region,Lower Than A Level,20-30%,N
2464386,F,East Midlands Region,A Level or Equivalent,90-100%,Y
2464683,F,East Midlands Region,A Level or Equivalent,20-30%,Y
2464727,F,London Region,Lower Than A Level,0-10%,Y
2464901,F,Yorkshire Region,A Level or Equivalent,20-30%,Y
2464917,M,East Anglian Region,Lower Than A Level,20-30%,N
2464963,F,Yorkshire Region,A Level or Equivalent,80-90%,N
2465105,F,South Region,A Level or Equivalent,90-100%,N
2465186,M,North Western Region,HE Qualification,40-50%,N
2465209,F,East Anglian Region,Lower Than A Level,30-40%,N
2465589,M,East Midlands Region,Lower Than A Level,20-30%,N
2465876,F,Wales,A Level or Equivalent,20-30%,N
2466123,F,North Western Region,Lower Than A Level,30-40%,Y
2467267,M,West Midlands Region,HE Qualification,0-10%,N
2468232,M,South Region,HE Qualification,90-100%,Y
2468280,F,Wales,A Level or Equivalent,20-30%,N
